Source_ID,PyBDSF_RA,PyBDSF_Dec,Class,Scores,x1,y1,x2,y2,RC_RA,RC_Dec,PyBDSF_host,PyBDSF_host_RA,PyBDSF_host_Dec,RC_host,RC_host_RA,RC_host_Dec,file_path
2467,244.016,56.2705,1C_1P,0.9987,244.0178,56.2692,244.0118,56.2729,244.0164,56.2706,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2467_infraredctmask_pred.png
2467,244.016,56.2705,1C_1P,0.9724,244.0252,56.2589,244.0221,56.261,244.025,56.2598,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2467_infraredctmask_pred.png
2467,244.016,56.2705,1C_1P,0.9551,244.0587,56.2531,244.0557,56.2554,244.058,56.2539,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2467_infraredctmask_pred.png
5,246.544,54.8691,2C_2P,0.86,246.5561,54.8563,246.5455,54.8634,246.5511,54.8592,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5_infraredctmask_pred.png
3195,243.439,54.8302,1C_1P,0.9504,243.4415,54.8295,243.4379,54.8316,243.4389,54.8301,2425p545_ac51-050154,243.4387,54.8303,2425p545_ac51-050154,243.4387,54.8303,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3195_infraredctmask_pred.png
1166,244.998,55.2482,1C_1P,0.998,245.0008,55.2463,244.994,55.2506,244.9983,55.2481,2451p545_ac51-058380,244.9995,55.2485,2451p545_ac51-058380,244.9995,55.2485,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1166_infraredctmask_pred.png
3414,243.266,55.6124,1C_1P,0.9897,243.2948,55.6286,243.2908,55.631,243.2943,55.6297,-,243.2657,55.6134,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3414_infraredctmask_pred.png
5455,241.658,55.3499,1C_1P,0.9996,241.6602,55.348,241.6525,55.3525,241.6575,55.35,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5455_infraredctmask_pred.png
3146,243.475,55.7257,1C_1P,0.8823,243.4823,55.7202,243.4689,55.7287,243.475,55.7248,2426p560_ac51-021384,243.4736,55.7242,2426p560_ac51-021384,243.4736,55.7242,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3146_infraredctmask_pred.png
4325,242.594,54.5043,1C_1P,0.9891,242.5758,54.4933,242.5717,54.4959,242.5736,54.4944,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4325_infraredctmask_pred.png
6429,240.455,54.3961,1C_1P,0.9958,240.4597,54.3935,240.4494,54.3993,240.4543,54.396,2400p545_ac51-029737,240.4543,54.3964,2400p545_ac51-029737,240.4543,54.3964,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6429_infraredctmask_pred.png
2458,244.01,55.4602,1C_1P,0.9989,244.0111,55.4589,244.0066,55.462,244.0101,55.4601,2453p560_ac51-010922,244.0102,55.4604,2453p560_ac51-010922,244.0102,55.4604,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2458_infraredctmask_pred.png
1986,244.393,55.5552,1C_1P,0.9902,244.3572,55.5571,244.3513,55.5608,244.3551,55.5585,2453p560_ac51-010835,244.3925,55.5554,2453p560_ac51-010843,244.3551,55.5588,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1986_infraredctmask_pred.png
1986,244.393,55.5552,1C_1P,0.9773,244.3573,55.5479,244.351,55.5521,244.3549,55.5499,2453p560_ac51-010835,244.3925,55.5554,2453p560_ac51-011024,244.3559,55.5496,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1986_infraredctmask_pred.png
1601,244.633,54.8505,1C_1P,0.9976,244.6551,54.842,244.6496,54.8457,244.6534,54.8435,2451p545_ac51-041138,244.6278,54.8486,2451p545_ac51-041222,244.6532,54.8436,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1601_infraredctmask_pred.png
1601,244.633,54.8505,1C_1P,0.9972,244.6358,54.848,244.6276,54.8535,244.6326,54.8506,2451p545_ac51-041138,244.6278,54.8486,2451p545_ac51-041138,244.6278,54.8486,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1601_infraredctmask_pred.png
1601,244.633,54.8505,1C_1P,0.9949,244.6163,54.8605,244.6128,54.8626,244.6153,54.8615,2451p545_ac51-041138,244.6278,54.8486,2451p545_ac51-041006,244.6146,54.8616,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1601_infraredctmask_pred.png
1559,244.66,54.3416,1C_1P,0.9873,244.6497,54.3638,244.6449,54.3669,244.6482,54.3649,2451p545_ac51-016321,244.66,54.3419,2451p545_ac51-016754,244.6483,54.3649,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1559_infraredctmask_pred.png
1559,244.66,54.3416,1C_1P,0.9393,244.7006,54.3199,244.6978,54.3222,244.7006,54.3207,2451p545_ac51-016321,244.66,54.3419,2451p545_ac51-016211,244.7004,54.3215,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1559_infraredctmask_pred.png
5174,241.927,55.0772,1C_1P,0.9954,241.9505,55.0725,241.9452,55.0757,241.9476,55.0738,2425p545_ac51-060626,241.9268,55.0773,2425p545_ac51-059969,241.9474,55.074,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5174_infraredctmask_pred.png
4168,242.695,56.252,1C_1P,0.9976,242.7072,56.2432,242.701,56.2471,242.7038,56.2448,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4168_infraredctmask_pred.png
4400,242.536,55.4746,1C_1P,0.9991,242.537,55.4732,242.5318,55.4765,242.5354,55.4745,2426p560_ac51-005299,242.5359,55.475,2426p560_ac51-005299,242.5359,55.475,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4400_infraredctmask_pred.png
3170,243.449,54.2348,1C_1P,0.9814,243.4128,54.2163,243.4058,54.2209,243.4087,54.2183,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3170_infraredctmask_pred.png
4247,242.675,53.5625,1C_1P,0.9975,242.6625,53.5563,242.6555,53.5609,242.66,53.5581,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4247_infraredctmask_pred.png
4247,242.675,53.5625,1C_1P,0.9964,242.6755,53.5689,242.6705,53.5722,242.6729,53.5704,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4247_infraredctmask_pred.png
4247,242.675,53.5625,1C_1P,0.9767,242.6679,53.5764,242.6643,53.5788,242.6661,53.5773,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4247_infraredctmask_pred.png
4247,242.675,53.5625,1C_1P,0.9683,242.6406,53.5578,242.6369,53.5603,242.6397,53.5586,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4247_infraredctmask_pred.png
5936,241.147,55.9384,1C_1P,0.996,241.1512,55.9367,241.1435,55.9409,241.1473,55.9386,2399p560_ac51-027290,241.1477,55.9387,2399p560_ac51-027290,241.1477,55.9387,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5936_infraredctmask_pred.png
5936,241.147,55.9384,1C_1P,0.9668,241.1677,55.9168,241.1636,55.919,241.167,55.9177,2399p560_ac51-027290,241.1477,55.9387,2399p560_ac51-027505,241.1671,55.9182,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5936_infraredctmask_pred.png
5338,241.733,56.5239,1C_1P,0.9986,241.7335,56.5229,241.7294,56.5255,241.7323,56.524,2426p560_ac51-062946,241.7322,56.5241,2426p560_ac51-062946,241.7322,56.5241,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5338_infraredctmask_pred.png
1862,244.477,55.7142,1C_1P,0.9245,244.5081,55.7293,244.5049,55.7315,244.5071,55.7301,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1862_infraredctmask_pred.png
5854,241.274,55.2017,3C_3P,0.9999,241.2884,55.1991,241.2671,55.211,241.278,55.2048,2400p545_ac51-053617,241.2703,55.2034,2400p545_ac51-053735,241.2786,55.2046,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5854_infraredctmask_pred.png
987,245.098,54.113,1C_1P,0.981,245.0795,54.0898,245.0754,54.0923,245.0771,54.0908,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_987_infraredctmask_pred.png
6363,240.639,54.8161,1C_1P,0.9987,240.6673,54.8164,240.6606,54.8203,240.6636,54.8181,2400p545_ac51-048713,240.638,54.8163,2400p545_ac51-049231,240.6637,54.8189,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6363_infraredctmask_pred.png
3223,243.413,53.714,1C_1P,0.9886,243.4426,53.6921,243.4363,53.6962,243.4395,53.6939,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3223_infraredctmask_pred.png
3223,243.413,53.714,1C_1P,0.9873,243.4305,53.6991,243.4266,53.7019,243.4288,53.7001,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3223_infraredctmask_pred.png
3223,243.413,53.714,1C_1P,0.9709,243.4203,53.734,243.4172,53.7363,243.4186,53.7349,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3223_infraredctmask_pred.png
895,245.246,55.4114,1C_1P,0.9966,245.2761,55.3957,245.2698,55.4001,245.2725,55.3973,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_895_infraredctmask_pred.png
4627,242.379,54.6615,1C_1P,0.9973,242.4063,54.647,242.4023,54.6496,242.4057,54.648,2425p545_ac51-032459,242.3772,54.6613,2425p545_ac51-031194,242.4055,54.6482,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4627_infraredctmask_pred.png
4627,242.379,54.6615,1C_1P,0.9963,242.3792,54.6611,242.3759,54.6633,242.3785,54.6618,2425p545_ac51-032459,242.3772,54.6613,2425p545_ac51-032459,242.3772,54.6613,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4627_infraredctmask_pred.png
6082,241.079,54.2569,1C_1P,0.9918,241.1199,54.2635,241.1132,54.2678,241.1174,54.2656,2400p545_ac51-024191,241.0791,54.2574,2400p545_ac51-024295,241.1173,54.2658,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6082_infraredctmask_pred.png
80,246.291,55.2372,1C_1P,0.9951,246.2947,55.2352,246.2868,55.2404,246.2913,55.2375,2451p545_ac51-051319,246.2916,55.2376,2451p545_ac51-051319,246.2916,55.2376,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_80_infraredctmask_pred.png
5864,241.27,55.1448,1C_1P,0.9976,241.2719,55.1433,241.266,55.147,241.2703,55.1449,2400p545_ac51-053609,241.2697,55.1454,2400p545_ac51-053609,241.2697,55.1454,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5864_infraredctmask_pred.png
5864,241.27,55.1448,1C_1P,0.9681,241.3124,55.1386,241.3072,55.142,241.311,55.1401,2400p545_ac51-053609,241.2697,55.1454,2425p545_ac51-062691,241.3106,55.1407,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5864_infraredctmask_pred.png
3239,243.401,54.2163,1C_1P,0.9965,243.4267,54.2316,243.4217,54.2347,243.4257,54.2331,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3239_infraredctmask_pred.png
3239,243.401,54.2163,1C_1P,0.9637,243.3939,54.2135,243.3897,54.2162,243.3924,54.2146,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3239_infraredctmask_pred.png
2158,244.262,55.5939,1C_1P,0.9975,244.2767,55.599,244.2715,55.6022,244.275,55.6002,2453p560_ac51-013437,244.2624,55.5942,2453p560_ac51-013458,244.275,55.6007,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2158_infraredctmask_pred.png
3386,243.297,56.8108,2C_2P,0.9237,243.3141,56.7951,243.2977,56.8044,243.3022,56.8,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3386_infraredctmask_pred.png
2753,243.788,56.4259,1C_1P,0.9779,243.791,56.4255,243.7875,56.4275,243.7884,56.4261,-,243.7881,56.4262,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2753_infraredctmask_pred.png
3080,243.52,55.3885,1C_1P,0.9853,243.5201,55.395,243.5161,55.3976,243.5176,55.3962,2426p560_ac51-002326,243.5209,55.3888,2426p560_ac51-000503,243.5182,55.3967,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3080_infraredctmask_pred.png
3080,243.52,55.3885,2C_2P,0.9211,243.528,55.3863,243.5104,55.397,243.5204,55.3889,2426p560_ac51-002326,243.5209,55.3888,2426p560_ac51-002326,243.5209,55.3888,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3080_infraredctmask_pred.png
6342,240.645,55.3791,1C_1P,0.9963,240.6706,55.3942,240.6642,55.3978,240.6681,55.396,2399p560_ac51-002642,240.6449,55.3793,2399p560_ac51-002742,240.6687,55.3961,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6342_infraredctmask_pred.png
103,246.193,54.8534,1C_1P,0.9995,246.1965,54.8518,246.1901,54.856,246.1929,54.8537,2451p545_ac51-048692,246.1927,54.8541,2451p545_ac51-048692,246.1927,54.8541,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_103_infraredctmask_pred.png
811,245.212,53.5401,1C_1P,0.9975,245.2163,53.5378,245.2084,53.5431,245.2127,53.5401,2441p530_ac51-051962,245.212,53.5404,2441p530_ac51-051962,245.212,53.5404,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_811_infraredctmask_pred.png
3816,242.971,53.9059,1C_1P,0.9883,242.9355,53.9222,242.9285,53.9267,242.9311,53.9246,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3816_infraredctmask_pred.png
1874,244.453,55.1034,1C_1P,0.9879,244.4285,55.0837,244.425,55.0861,244.4262,55.0846,2451p545_ac51-060507,244.4525,55.1037,2451p545_ac51-059671,244.4259,55.0849,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1874_infraredctmask_pred.png
1874,244.453,55.1034,1C_1P,0.9627,244.4384,55.0919,244.434,55.0951,244.4366,55.093,2451p545_ac51-060507,244.4525,55.1037,2451p545_ac51-059611,244.4366,55.0932,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1874_infraredctmask_pred.png
1289,244.927,55.7176,1C_1P,0.9859,244.9416,55.697,244.9371,55.6999,244.9401,55.6982,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1289_infraredctmask_pred.png
1289,244.927,55.7176,1C_1P,0.8055,244.969,55.7158,244.9662,55.7179,244.9685,55.7165,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1289_infraredctmask_pred.png
2888,243.647,54.1734,1C_1P,0.9985,243.624,54.1537,243.619,54.157,243.6219,54.1548,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2888_infraredctmask_pred.png
4948,242.137,54.1562,1C_1P,0.9891,242.1095,54.1458,242.1067,54.1477,242.1079,54.1464,2425p545_ac51-015450,242.1378,54.1564,2425p545_ac51-015436,242.1088,54.1466,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4948_infraredctmask_pred.png
806,245.236,53.8013,1C_1P,0.9988,245.24,53.7993,245.2333,53.8038,245.236,53.8013,2451p545_ac51-006053,245.2371,53.8002,2451p545_ac51-006053,245.2371,53.8002,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_806_infraredctmask_pred.png
5000,242.062,55.0651,1C_1P,0.9991,242.064,55.0637,242.0583,55.0671,242.0617,55.0649,2425p545_ac51-059485,242.0611,55.0649,2425p545_ac51-059485,242.0611,55.0649,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5000_infraredctmask_pred.png
5000,242.062,55.0651,1C_1P,0.9962,242.0614,55.0553,242.0582,55.0574,242.0595,55.0561,2425p545_ac51-059485,242.0611,55.0649,2425p545_ac51-059695,242.0591,55.0564,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5000_infraredctmask_pred.png
2239,244.19,55.0421,1C_1P,0.8965,244.199,55.0587,244.1958,55.0608,244.197,55.0598,2451p545_ac51-061914,244.1891,55.0428,2451p545_ac51-061914,244.1891,55.0428,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2239_infraredctmask_pred.png
2239,244.19,55.0421,1C_1P,0.849,244.2324,55.0246,244.2286,55.0274,244.2326,55.0255,-,244.1891,55.0428,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2239_infraredctmask_pred.png
2239,244.19,55.0421,1C_1P,0.8433,244.1963,55.0388,244.1846,55.0462,244.1903,55.0423,-,244.1891,55.0428,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2239_infraredctmask_pred.png
3169,243.456,54.5167,1C_1P,0.9986,243.4629,54.5269,243.4596,54.5288,243.4621,54.5278,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3169_infraredctmask_pred.png
801,245.352,55.9895,1C_1P,0.9873,245.3633,55.9653,245.348,55.9746,245.356,55.9698,2453p560_ac51-031638,245.351,55.99,2453p560_ac51-031198,245.3559,55.97,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_801_infraredctmask_pred.png
6367,240.573,55.6676,1C_1P,0.9787,240.5755,55.6671,240.5721,55.6689,240.5732,55.6676,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6367_infraredctmask_pred.png
2714,243.831,56.1275,1C_1P,0.9456,243.8342,56.1272,243.8309,56.1292,243.8317,56.1279,2426p560_ac51-027763,243.8311,56.1282,2426p560_ac51-027763,243.8311,56.1282,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2714_infraredctmask_pred.png
2559,243.933,55.8286,1C_1P,0.9994,243.924,55.836,243.9173,55.8404,243.9219,55.838,2426p560_ac51-023697,243.9325,55.8287,2426p560_ac51-023721,243.9225,55.8385,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2559_infraredctmask_pred.png
1869,244.429,54.2601,1C_1P,0.9968,244.4036,54.2743,244.3989,54.2774,244.4012,54.2757,2451p545_ac51-015876,244.4297,54.26,2451p545_ac51-016866,244.4009,54.2759,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1869_infraredctmask_pred.png
1869,244.429,54.2601,1C_1P,0.9923,244.4039,54.2629,244.4,54.2655,244.4016,54.2641,2451p545_ac51-015876,244.4297,54.26,2451p545_ac51-016454,244.4019,54.2639,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1869_infraredctmask_pred.png
6443,240.363,54.6587,1C_1P,0.9976,240.3672,54.656,240.3574,54.6616,240.3635,54.6585,2400p545_ac51-030990,240.3648,54.6603,2400p545_ac51-030990,240.3648,54.6603,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6443_infraredctmask_pred.png
3094,243.512,56.1326,1C_1P,0.9976,243.5292,56.1345,243.523,56.1385,243.5256,56.1362,2426p560_ac51-026175,243.5125,56.1329,2426p560_ac51-026175,243.5125,56.1329,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3094_infraredctmask_pred.png
3882,242.904,55.3972,1C_1P,0.999,242.9065,55.3955,242.8991,55.3999,242.9041,55.3973,2426p560_ac51-005278,242.9048,55.3979,2426p560_ac51-005278,242.9048,55.3979,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3882_infraredctmask_pred.png
4641,242.356,55.3461,1C_1P,0.9916,242.3307,55.3353,242.3244,55.3394,242.3278,55.3371,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4641_infraredctmask_pred.png
4641,242.356,55.3461,1C_1P,0.9767,242.3898,55.3598,242.3817,55.3647,242.3864,55.3622,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_4641_infraredctmask_pred.png
3837,242.942,56.0745,1C_1P,0.9895,242.9727,56.0561,242.9692,56.0582,242.9719,56.0568,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3837_infraredctmask_pred.png
5641,241.483,55.4189,1C_1P,0.9964,241.4854,55.418,241.4807,55.4208,241.4836,55.4191,2426p560_ac51-010867,241.4835,55.4192,2426p560_ac51-010867,241.4835,55.4192,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5641_infraredctmask_pred.png
5641,241.483,55.4189,3C_3P,0.9957,241.5204,55.41,241.5056,55.4193,241.5139,55.4144,2426p560_ac51-010867,241.4835,55.4192,2426p560_ac51-010439,241.5168,55.4138,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5641_infraredctmask_pred.png
1339,244.819,54.1755,1C_1P,0.9795,244.7827,54.1619,244.7761,54.1664,244.7785,54.1636,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1339_infraredctmask_pred.png
5901,241.212,55.4924,1C_1P,0.9916,241.2546,55.4867,241.2496,55.4901,241.2533,55.4882,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_5901_infraredctmask_pred.png
6099,241.023,54.9629,1C_1P,0.9986,241.0398,54.9538,241.0319,54.9586,241.0354,54.9562,2400p545_ac51-051089,241.0226,54.9633,2400p545_ac51-051004,241.0354,54.9563,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_6099_infraredctmask_pred.png
206,246.029,55.6055,1C_1P,0.997,246.0434,55.618,246.0399,55.6202,246.0422,55.6192,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_206_infraredctmask_pred.png
3257,243.392,54.2603,1C_2P,0.9989,243.3775,54.2685,243.3655,54.276,243.3713,54.2721,2425p545_ac51-023375,243.3924,54.2607,2425p545_ac51-024254,243.3725,54.2727,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3257_infraredctmask_pred.png
3257,243.392,54.2603,2C_2P,0.8103,243.385,54.2413,243.3736,54.2496,243.3795,54.2458,2425p545_ac51-023375,243.3924,54.2607,2425p545_ac51-023213,243.38,54.2462,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_3257_infraredctmask_pred.png
2943,243.622,56.0756,1C_1P,0.9978,243.5848,56.0728,243.5812,56.075,243.5829,56.0737,2426p560_ac51-026269,243.6226,56.0759,2426p560_ac51-026458,243.5829,56.0741,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2943_infraredctmask_pred.png
2943,243.622,56.0756,1C_1P,0.9799,243.6408,56.0813,243.6378,56.0833,243.6391,56.0821,2426p560_ac51-026269,243.6226,56.0759,2426p560_ac51-026167,243.6392,56.0822,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2943_infraredctmask_pred.png
2711,243.837,56.5532,1C_1P,0.9997,243.8423,56.5508,243.8339,56.5561,243.8373,56.5533,-,-1.0,-1.0,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_2711_infraredctmask_pred.png
1544,244.771,56.9011,1C_1P,0.9992,244.7746,56.8994,244.7686,56.9032,244.7713,56.9011,2436p575_ac51-000154,244.7711,56.901,2436p575_ac51-000154,244.7711,56.901,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_1544_infraredctmask_pred.png
972,245.165,55.2834,1C_1P,0.9984,245.1368,55.2755,245.1318,55.2789,245.1335,55.2767,2453p560_ac51-006460,245.1666,55.2848,2453p560_ac51-006591,245.1332,55.2771,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_972_infraredctmask_pred.png
972,245.165,55.2834,1C_1P,0.9963,245.1677,55.2809,245.1585,55.2869,245.1649,55.2834,2453p560_ac51-006460,245.1666,55.2848,2453p560_ac51-006460,245.1666,55.2848,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_972_infraredctmask_pred.png
972,245.165,55.2834,1C_1P,0.994,245.1712,55.2669,245.1612,55.2733,245.1674,55.2694,2453p560_ac51-006460,245.1666,55.2848,2451p545_ac51-057015,245.2043,55.3029,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_972_infraredctmask_pred.png
972,245.165,55.2834,1C_1P,0.9937,245.2071,55.3008,245.2006,55.3049,245.2045,55.3026,-,245.1666,55.2848,-,-1.0,-1.0,/idia/users/cmofokeng/data/gmrt/output_gmrt/gmrt_en1w610_clipped_972_infraredctmask_pred.png
